table,id,key,english,japanese
RankModifiers,11912747969921490,RankModifiers.RankModifier_234.Description,"For [Rush ({0}),]<rush> gain [+{1}% Crit]<crit>.",[速攻（{0}）]<rush>の間、[クリティカル+{1}%]<crit>。
RankModifiers,11912747969921489,RankModifiers.RankModifier_234.Name,"Aim True, Aim Quick",正確に、素早く
RankModifiers,46193532317859841,RankModifiers.RankModifier_235.DataTrackingDescription,[Shards]<shard> [Generated:]<generate> [235]<datatracking>,[シャード]<shard>の[生成数：]<generate> [235]<datatracking>
RankModifiers,11912747969921492,RankModifiers.RankModifier_235.Description,"[Every other Crit,]<crit> gain [{0} Shard]<shard>.",[クリティカル2回ごとに、]<crit>[シャードを{0}]<shard>獲得する。
RankModifiers,11912747969921491,RankModifiers.RankModifier_235.Name,Shard Collector,シャード収集家
RankModifiers,46193532317859842,RankModifiers.RankModifier_236.DataTrackingDescription,[Shards]<shard> [Generated:]<generate> [236]<datatracking>,[シャード]<shard>の[生成数：]<generate> [236]<datatracking>
RankModifiers,11912747969921494,RankModifiers.RankModifier_236.Description,"On [kill,]<bold> gain [{0} Shards]<shard>.",[敵撃破時、]<bold>[シャードを{0}]<shard>獲得する。
RankModifiers,11912747969921493,RankModifiers.RankModifier_236.Name,Shard Plunderer,シャード略奪者
RankModifiers,11912747969921496,RankModifiers.RankModifier_237.Description,"For [Rush ({0}),]<rush> [Assassins]<assassin> gain [{1} Crit]<crit> per [Shard]<shard> in bank. [Backup]<backup>.",[速攻（{0}）]<rush>の間、所持中の[シャード]<shard>1つにつき[アサシン]<assassin>の[クリティカル+{1}]<crit>。[控え有効]<backup>。
RankModifiers,11912747969921495,RankModifiers.RankModifier_237.Name,Banked Presence,蓄えの加護
RankModifiers,11912747969921498,RankModifiers.RankModifier_238.Description,"At [start of combat,]<bold> gain [Stealth]<stealth> for {0} seconds.

On [kill,]<bold> gain [Stealth]<stealth> for {1} seconds.","[戦闘開始時、]<bold>{0}秒間[ステルス]<stealth>を得る。

[敵撃破時、]<bold>{1}秒間[ステルス]<stealth>を得る。"
RankModifiers,11912747969921497,RankModifiers.RankModifier_238.Name,Lurker,潜伏者
RankModifiers,11912747969921500,RankModifiers.RankModifier_239.Description,"At [start of combat,]<bold> if this Hero is in the back row they gain [+{0}% Crit]<crit> and [Stealth]<stealth> for {1} seconds.",[戦闘開始時、]<bold>このヒーローが後列にいる場合、[クリティカル+{0}%]<crit>、さらに{1}秒間[ステルス]<stealth>を得る。
RankModifiers,11912747969921499,RankModifiers.RankModifier_239.Name,From the Shadows,影より
RankModifiers,11912747969921502,RankModifiers.RankModifier_240.Description,Gain [{0} Crit]<crit> and [{1} Omnivamp]<omnivamp>.,[クリティカル+{0}]<crit>、[オムニヴァンプ+{1}]<omnivamp>。
RankModifiers,11912747969921501,RankModifiers.RankModifier_240.Name,Brutal Precision,獰猛な精密さ
RankModifiers,11912747974115380,RankModifiers.RankModifier_271.Description,"At [start of combat,]<bold> if this Hero is in the front row they gain [{0}+{1}_Magic]<statcalc_defense> [Defense]<defense>.",[戦闘開始時、]<bold>このヒーローが前列にいる場合、[防御力]<defense>+[{0}+{1}_Magic]<statcalc_defense>。
RankModifiers,11912747974115379,RankModifiers.RankModifier_271.Name,Mage Armor,魔術師の鎧
RankModifiers,11912747974115382,RankModifiers.RankModifier_272.Description,"At [start of combat,]<bold> if this Hero is alone in the back {0} rows they gain [+{1}% Magic]<magic> and [+{2}% Crit]<crit>.",[戦闘開始時、]<bold>後方{0}列にいるヒーローが自身だけなら、[魔力+{1}%]<magic>、[クリティカル+{2}%]<crit>。
RankModifiers,11912747974115381,RankModifiers.RankModifier_272.Name,Hermit,隠者
RankModifiers,11912747974115384,RankModifiers.RankModifier_273.Description,[Stall]<stall> abilities trigger {0} seconds faster. [Backup]<backup>.,[忍耐]<stall>アビリティが{0}秒早く発動する。[控え有効]<backup>。
RankModifiers,11912747974115383,RankModifiers.RankModifier_273.Name,Stall Certainty,忍耐の確信
RankModifiers,11912747974115386,RankModifiers.RankModifier_274.Description,"On [auto attack,]<bold> deal [{0}+{1}_Magic]<statcalc_magic> [bonus damage]<damage>.",[通常攻撃時、]<bold>[追加ダメージ]<damage>[{0}+{1}_Magic]<statcalc_magic>を与える。
RankModifiers,11912747974115385,RankModifiers.RankModifier_274.Name,Enchanted Attacks,魔力攻撃
RankModifiers,11912747974115388,RankModifiers.RankModifier_275.Description,"On [cast,]<bold> gain [{0} Crit]<crit>.",[アクティブアビリティ発動時、]<bold>[クリティカル+{0}]<crit>。
RankModifiers,11912747974115387,RankModifiers.RankModifier_275.Name,Arcane Destruction,秘術破壊
RankModifiers,11912747974115390,RankModifiers.RankModifier_276.Description,"On [cast,]<bold> inflict [{0}+{1}_Magic]<statcalc_burn> [Burn]<burn> on enemies in [range]<attackrange>.",[アクティブアビリティ発動時、]<bold>[射程]<attackrange>内の敵へ[炎上]<burn>を[{0}+{1}_Magic]<statcalc_burn>付与する。
RankModifiers,11912747974115389,RankModifiers.RankModifier_276.Name,Burning Casts,炎上詠唱
RankModifiers,11912747974115392,RankModifiers.RankModifier_277.Description,"On [cast,]<bold> gain [{0} Magic]<magic> per [{1} Burn]<burn> on enemies in [range]<attackrange>.",[アクティブアビリティ発動時、]<bold>[射程]<attackrange>内の敵に付与されている[炎上{1}]<burn>ごとに[魔力+{0}]<magic>。
RankModifiers,11912747974115391,RankModifiers.RankModifier_277.Name,Burning Absorption,炎上吸収
RankModifiers,11912747974115394,RankModifiers.RankModifier_278.Description,"After [Stall ({0}),]<stall> inflict [{1}+{2}_Magic]<statcalc_burn> [Burn]<burn> on all enemies.",[忍耐（{0}）]<stall>後、敵全体へ[炎上]<burn>を[{1}+{2}_Magic]<statcalc_burn>付与する。
RankModifiers,11912747974115393,RankModifiers.RankModifier_278.Name,Stalled Heat,忍耐の熱
RankModifiers,46193532317859843,RankModifiers.RankModifier_279.DataTrackingDescription,[Magic]<magic> Gained: [279]<datatracking>,[魔力]<magic>増加量：[279]<datatracking>
RankModifiers,11912747974115396,RankModifiers.RankModifier_279.Description,"At [start of combat,]<bold> [Mages]<mage> permanently gain [{0} Magic]<magic>. [Backup]<backup>.",[戦闘開始時、]<bold>[メイジ]<mage>の[魔力+{0}]<magic>（恒久）。[控え有効]<backup>。
RankModifiers,11912747974115395,RankModifiers.RankModifier_279.Name,Magical Growth,魔力成長
RankModifiers,11912747974115398,RankModifiers.RankModifier_280.Description,"On [cast,]<bold> inflict [{0}+{1}_Magic]<statcalc_frost> [Frost]<frost> on enemies in [range]<attackrange>.",[アクティブアビリティ発動時、]<bold>[射程]<attackrange>内の敵へ[凍気]<frost>を[{0}+{1}_Magic]<statcalc_frost>付与する。
RankModifiers,11912747974115397,RankModifiers.RankModifier_280.Name,Freezing Casts,凍気詠唱
RankModifiers,11912747974115400,RankModifiers.RankModifier_281.Description,"On [cast,]<bold> gain [{0} Magic]<magic> per [{1} Frost]<frost> on enemies in [range]<attackrange>.",[アクティブアビリティ発動時、]<bold>[射程]<attackrange>内の敵に付与されている[凍気{1}]<frost>ごとに[魔力+{0}]<magic>。
RankModifiers,11912747974115399,RankModifiers.RankModifier_281.Name,Freezing Absorption,凍気吸収
RankModifiers,11912747974115402,RankModifiers.RankModifier_282.Description,"After [Stall ({0}),]<stall> inflict [{1}+{2}_Magic]<statcalc_frost> [Frost]<frost> on all enemies.",[忍耐（{0}）]<stall>後、敵全体へ[凍気]<frost>を[{1}+{2}_Magic]<statcalc_frost>付与する。
RankModifiers,11912747974115401,RankModifiers.RankModifier_282.Name,Stalled Cold,忍耐の冷気
RankModifiers,46193532317859844,RankModifiers.RankModifier_283.DataTrackingDescription,[Magic]<magic> Gained: [283]<datatracking>,[魔力]<magic>増加量：[283]<datatracking>
RankModifiers,11912747974115404,RankModifiers.RankModifier_283.Description,"After [Stall ({0}),]<stall> permanently gain [{1} Magic]<magic>.",[忍耐（{0}）]<stall>後、[魔力+{1}]<magic>（恒久）。
RankModifiers,11912747974115403,RankModifiers.RankModifier_283.Name,Stalled Growth,忍耐の成長
RankModifiers,11912747974115406,RankModifiers.RankModifier_284.Description,"After [Stall ({0}, {1}, and {2}),]<stall> gain [{3} Mana]<mana>.","[忍耐（{0}, {1}, {2}）]<stall>後、[マナを{3}]<mana>獲得する。"
RankModifiers,11912747974115405,RankModifiers.RankModifier_284.Name,Instacast,即時詠唱
RankModifiers,11912747974115408,RankModifiers.RankModifier_285.Description,Gain [{0} Mana Regen]<manaregen> and [{1} Starting Mana]<startingmana>.,[マナ回復+{0}]<manaregen>、[開始時マナ+{1}]<startingmana>。
RankModifiers,11912747974115407,RankModifiers.RankModifier_285.Name,Fast Cast,高速詠唱
RankModifiers,11912747969921028,RankModifiers.RankModifier_3.Description,"On [auto attack,]<bold> inflict [{0}+{1}_AttackSpeed]<statcalc_poison> [Poison]<poison> (Max: {2}).",[通常攻撃時、]<bold>[毒]<poison>を[{0}+{1}_AttackSpeed]<statcalc_poison>付与する（最大：{2}）。
RankModifiers,11912747969921027,RankModifiers.RankModifier_3.Name,Poisonous Attacks,毒攻撃
RankModifiers,11912747969921030,RankModifiers.RankModifier_4.Description,"Whenever a [Duelist]<duelist> attacks an enemy with [Poison]<poison>, they gain [{0} Attack Speed]<attackspeed>. [Backup]<backup>.",[デュエリスト]<duelist>が[毒]<poison>状態の敵を攻撃するたび、[攻撃速度+{0}]<attackspeed>。[控え有効]<backup>。
RankModifiers,11912747969921029,RankModifiers.RankModifier_4.Name,Poisonous Acceleration,毒加速
RankModifiers,11912747969921114,RankModifiers.RankModifier_46.Description,"On [Crit,]<crit> [heal]<heal> [{0}+{1}_Crit]<statcalc_heal> [health]<heal> and gain [{2} Mana]<mana>.",[クリティカル時、]<crit>[HP]<heal>を[{0}+{1}_Crit]<statcalc_heal>[回復]<heal>し、[マナを{2}]<mana>獲得する。
RankModifiers,11912747969921113,RankModifiers.RankModifier_46.Name,Critical Invigoration,会心の活力
RankModifiers,46193532301082628,RankModifiers.RankModifier_47.DataTrackingDescription,[Attack]<attack> Gained: [47]<datatracking>,[攻撃力]<attack>増加量：[47]<datatracking>
RankModifiers,11912747969921116,RankModifiers.RankModifier_47.Description,"On [Crit,]<crit> permanently gain [{0} Attack]<attack>.",[クリティカル時、]<crit>[攻撃力+{0}]<attack>（恒久）。
RankModifiers,11912747969921115,RankModifiers.RankModifier_47.Name,Critical Attack Growth,会心攻撃の成長
RankModifiers,11912747969921118,RankModifiers.RankModifier_48.Description,"For [Rush ({0}),]<rush> gain [+{1}% Crit]<crit>.",[速攻（{0}）]<rush>の間、[クリティカル+{1}%]<crit>。
RankModifiers,11912747969921117,RankModifiers.RankModifier_48.Name,Critical Aggression,会心攻勢
RankModifiers,11912747969921120,RankModifiers.RankModifier_49.Description,[Rush]<rush> abilities last {0} seconds longer. [Backup]<backup>.,[速攻]<rush>アビリティの持続時間+{0}秒。[控え有効]<backup>。
RankModifiers,11912747969921119,RankModifiers.RankModifier_49.Name,Rush Overdrive,速攻オーバードライブ
RankModifiers,11912747969921032,RankModifiers.RankModifier_5.Description,"On [auto attack,]<bold> inflict [{0}+{1}_AttackSpeed]<statcalc_frost> [Frost]<frost> (Max: {2}).",[通常攻撃時、]<bold>[凍気]<frost>を[{0}+{1}_AttackSpeed]<statcalc_frost>付与する（最大：{2}）。
RankModifiers,11912747969921031,RankModifiers.RankModifier_5.Name,Freezing Attacks,凍気攻撃
RankModifiers,11912747969921122,RankModifiers.RankModifier_50.Description,Gain [{0} Attack]<attack> and [{1} Omnivamp]<omnivamp>.,[攻撃力+{0}]<attack>、[オムニヴァンプ+{1}]<omnivamp>。
RankModifiers,11912747969921121,RankModifiers.RankModifier_50.Name,Brutal Force,獰猛な力
RankModifiers,46193532301082629,RankModifiers.RankModifier_51.DataTrackingDescription,[Attack]<attack> Gained: [51]<datatracking>,[攻撃力]<attack>増加量：[51]<datatracking>
RankModifiers,11912747969921124,RankModifiers.RankModifier_51.Description,"On [combat victory,]<bold> [Warriors]<warrior> permanently gain [{0} Attack]<attack>. [Backup]<backup>.",[戦闘勝利時、]<bold>[ウォリアー]<warrior>の[攻撃力+{0}]<attack>（恒久）。[控え有効]<backup>。
RankModifiers,11912747969921123,RankModifiers.RankModifier_51.Name,Victorious Presence,勝利の加護
RankModifiers,11912747969921126,RankModifiers.RankModifier_52.Description,"On damage dealt for [Rush ({0}),]<rush> gain [lasting]<lasting> [Shields]<shield> equal to {1}% of the damage dealt.",[速攻（{0}）]<rush>中にダメージを与えると、与えたダメージの{1}%に等しい[永続]<lasting>[シールド]<shield>を獲得する。
RankModifiers,11912747969921125,RankModifiers.RankModifier_52.Name,Fight and Win,戦って勝て
RankModifiers,11912747969921128,RankModifiers.RankModifier_53.Description,This Hero's auto attacks gain [{0} Crit]<crit>.,このヒーローの通常攻撃に[クリティカル+{0}]<crit>。
RankModifiers,11912747969921127,RankModifiers.RankModifier_53.Name,Critical Attacks,会心攻撃
RankModifiers,11912747969921130,RankModifiers.RankModifier_54.Description,"For [Rush ({0}),]<rush> gain [+{1}% Attack]<attack>.",[速攻（{0}）]<rush>の間、[攻撃力+{1}%]<attack>。
RankModifiers,11912747969921129,RankModifiers.RankModifier_54.Name,"Hit Hard, Hit Fast",強く、速く
RankModifiers,11912747969921132,RankModifiers.RankModifier_55.Description,Gain [{0} Range]<attackrange>.,[射程+{0}]<attackrange>。
RankModifiers,11912747969921131,RankModifiers.RankModifier_55.Name,Ranger,レンジャー
RankModifiers,46193532301082630,RankModifiers.RankModifier_56.DataTrackingDescription,[Rush]<rush> [Triggered:]<bold> [totalRushTriggers]<globaldatatracking>,[速攻]<rush>の[発動回数：]<bold> [totalRushTriggers]<globaldatatracking>
RankModifiers,11912747969921134,RankModifiers.RankModifier_56.Description,[Warriors]<warrior> gain [{0} Attack]<attack> per [Rush]<rush> trigger this game. [Backup]<backup>.,このラン中の[速攻]<rush>発動1回につき、[ウォリアー]<warrior>の[攻撃力+{0}]<attack>。[控え有効]<backup>。
RankModifiers,11912747969921133,RankModifiers.RankModifier_56.Name,Rush Strength,速攻の力
RankModifiers,11912747969921136,RankModifiers.RankModifier_57.Description,"At [start of combat,]<bold> [Warriors]<warrior> gain [{0}+{1}_Rank]<statcalc_shield> [lasting]<lasting> [Shields]<shield>. [Backup]<backup>.",[戦闘開始時、]<bold>[ウォリアー]<warrior>が[永続]<lasting>[シールド]<shield>を[{0}+{1}_Rank]<statcalc_shield>獲得する。[控え有効]<backup>。
RankModifiers,11912747969921135,RankModifiers.RankModifier_57.Name,Shielding Presence,守護の加護
RankModifiers,11912747969921138,RankModifiers.RankModifier_58.Description,Gain [{0} Omnivamp]<omnivamp> and [{1} Crit]<crit> per {2}% of this Hero's missing [health]<health>.,このヒーローが失っている[HP]<health>{2}%ごとに、[オムニヴァンプ+{0}]<omnivamp>、[クリティカル+{1}]<crit>。
RankModifiers,11912747969921137,RankModifiers.RankModifier_58.Name,Unfiltered Rage,むき出しの怒り
RankModifiers,11912747969921140,RankModifiers.RankModifier_59.Description,This Hero gains [{0} Attack]<attack> per [{1} Shields]<shield> it has (Max Bonus: {2}).,このヒーローが持つ[シールド{1}]<shield>ごとに[攻撃力+{0}]<attack>（最大増加量：{2}）。
RankModifiers,11912747969921139,RankModifiers.RankModifier_59.Name,Shield Power,シールドの力
RankModifiers,11912747969921034,RankModifiers.RankModifier_6.Description,"Whenever a [Duelist]<duelist> attacks an enemy with [Frost]<frost>, they gain [{0} Attack Speed]<attackspeed>. [Backup]<backup>.",[デュエリスト]<duelist>が[凍気]<frost>状態の敵を攻撃するたび、[攻撃速度+{0}]<attackspeed>。[控え有効]<backup>。
RankModifiers,11912747969921033,RankModifiers.RankModifier_6.Name,Freezing Acceleration,凍気加速
RankModifiers,46193532301082631,RankModifiers.RankModifier_60.DataTrackingDescription,[Attack]<attack> Gained: [60]<datatracking>,[攻撃力]<attack>増加量：[60]<datatracking>
RankModifiers,11912747969921142,RankModifiers.RankModifier_60.Description,"At [start of combat,]<bold> if this Hero is adjacent to exactly one other Hero they both permanently gain [{0} Attack]<attack>.",[戦闘開始時、]<bold>このヒーローに隣接する味方がちょうど1人なら、両者の[攻撃力+{0}]<attack>（恒久）。
RankModifiers,11912747969921141,RankModifiers.RankModifier_60.Name,Scaling Attack,成長する攻撃力
RankModifiers,11912747969921036,RankModifiers.RankModifier_7.Description,"On [auto attack,]<bold> gain [{0} Crit]<crit> and [{1} Attack]<attack> per [Debuff]<debuff> on the target.",[通常攻撃時、]<bold>標的の[デバフ]<debuff>1つにつき[クリティカル+{0}]<crit>、[攻撃力+{1}]<attack>。
RankModifiers,11912747969921035,RankModifiers.RankModifier_7.Name,Debuff Velocity,デバフ加速
RankModifiers,46193532296888320,RankModifiers.RankModifier_8.DataTrackingDescription,[Rush]<rush> [Triggered:]<bold> [totalRushTriggers]<globaldatatracking>,[速攻]<rush>の[発動回数：]<bold> [totalRushTriggers]<globaldatatracking>
RankModifiers,11912747969921038,RankModifiers.RankModifier_8.Description,[Duelists]<duelist> gain [{0} Attack Speed]<attackspeed> per [Rush]<rush> trigger this game. [Backup]<backup>.,このラン中の[速攻]<rush>発動1回につき、[デュエリスト]<duelist>の[攻撃速度+{0}]<attackspeed>。[控え有効]<backup>。
RankModifiers,11912747969921037,RankModifiers.RankModifier_8.Name,Rush Dynamo,速攻の動力
RankModifiers,11912747969921040,RankModifiers.RankModifier_9.Description,"For [Rush ({0}),]<rush> gain [+{1}% Crit]<crit>.

After [Stall ({2}),]<stall> gain [+{3}% Crit]<crit>.","[速攻（{0}）]<rush>の間、[クリティカル+{1}%]<crit>。

[忍耐（{2}）]<stall>後、[クリティカル+{3}%]<crit>。"
RankModifiers,11912747969921039,RankModifiers.RankModifier_9.Name,Critical Timing,会心の機
RankModifiers,11912747969921204,RankModifiers.RankModifier_91.Description,"After [Stall ({0}),]<stall> [heal]<heal> [{1}% Max HP]<maxhp>, gain [{2} Mana]<mana>, and gain [+{3}% Defense]<defense>.",[忍耐（{0}）]<stall>後、[最大HPの{1}%]<maxhp>を[回復]<heal>し、[マナを{2}]<mana>獲得して、[防御力+{3}%]<defense>。
RankModifiers,11912747969921203,RankModifiers.RankModifier_91.Name,Second Wind,再起
RankModifiers,11912747969921206,RankModifiers.RankModifier_92.Description,[Stall]<stall> abilities trigger {0} seconds faster. [Backup]<backup>.,[忍耐]<stall>アビリティが{0}秒早く発動する。[控え有効]<backup>。
RankModifiers,11912747969921205,RankModifiers.RankModifier_92.Name,Stall Certainty,忍耐の確信
RankModifiers,11912747969921208,RankModifiers.RankModifier_93.Description,"On [Stall]<stall> [trigger,]<bold> gain [{0} Defense]<defense>.",[忍耐]<stall>[発動時、]<bold>[防御力+{0}]<defense>。
RankModifiers,11912747969921207,RankModifiers.RankModifier_93.Name,Stalled Defense,忍耐の防御
RankModifiers,11912747969921210,RankModifiers.RankModifier_94.Description,"When [auto attacked,]<bold> gain [{0} Defense]<defense>.",[通常攻撃を受けたとき、]<bold>[防御力+{0}]<defense>。
RankModifiers,11912747969921209,RankModifiers.RankModifier_94.Name,Resolute,不屈
RankModifiers,11912747969921212,RankModifiers.RankModifier_95.Description,"After [Stall ({0}, {1}, {2}, {3}, and {4}):]<stall> [Taunt]<taunt> all enemies.","[忍耐（{0}, {1}, {2}, {3}, {4}）後：]<stall>敵全体を[挑発]<taunt>する。"
RankModifiers,11912747969921211,RankModifiers.RankModifier_95.Name,Distraction,目くらまし
RankModifiers,11912747969921214,RankModifiers.RankModifier_96.Description,[Tanks]<tank> gain [+{0}% Defense]<defense> against damage from enemies with [Frost]<frost>. [Backup]<backup>.,[タンク]<tank>が[凍気]<frost>状態の敵から受けるダメージに対し、[防御力+{0}%]<defense>。[控え有効]<backup>。
RankModifiers,11912747969921213,RankModifiers.RankModifier_96.Name,Freezing Presence,凍気の加護
RankModifiers,11912747969921216,RankModifiers.RankModifier_97.Description,"When [auto attacked,]<bold> deal [{0}+{1}_Defense]<statcalc_defense> damage to adjacent enemies.",[通常攻撃を受けたとき、]<bold>隣接する敵へ[{0}+{1}_Defense]<statcalc_defense>ダメージを与える。
RankModifiers,11912747969921215,RankModifiers.RankModifier_97.Name,Spiked,棘装
RankModifiers,11912747969921218,RankModifiers.RankModifier_98.Description,[Tanks]<tank> gain [{0} Attack]<attack> and [{1} Magic]<magic> per [{2} Defense]<defense> they have. [Backup]<backup>.,[タンク]<tank>が持つ[防御力{2}]<defense>ごとに、[攻撃力+{0}]<attack>、[魔力+{1}]<magic>。[控え有効]<backup>。
RankModifiers,11912747969921217,RankModifiers.RankModifier_98.Name,The Best Offense...,防御は最大の……
RankModifiers,11912747969921220,RankModifiers.RankModifier_99.Description,"When [auto attacked,]<bold> inflict [{0}+{1}_Defense]<statcalc_frost> [Frost]<frost> on the attacker (Max: {2}).",[通常攻撃を受けたとき、]<bold>攻撃者へ[凍気]<frost>を[{0}+{1}_Defense]<statcalc_frost>付与する（最大：{2}）。
RankModifiers,11912747969921219,RankModifiers.RankModifier_99.Name,Freezing Aura,凍気のオーラ
Relics,21745596571041797,Relics.Relic_1000.Description,[Warriors]<warrior> gain [{0} Attack]<attack>.,[ウォリアー]<warrior>の[攻撃力+{0}]<attack>。
Relics,21745596571041796,Relics.Relic_1000.Name,Warrior's Medallion,ウォリアーのメダリオン
Relics,21745596571041799,Relics.Relic_1001.Description,[Tanks]<tank> gain [{0} Defense]<defense>.,[タンク]<tank>の[防御力+{0}]<defense>。
Relics,21745596571041798,Relics.Relic_1001.Name,Tank's Medallion,タンクのメダリオン
Relics,21745596571041801,Relics.Relic_1002.Description,[Vanguards]<vanguard> gain [{0} Max HP]<maxhp>.,[ヴァンガード]<vanguard>の[最大HP+{0}]<maxhp>。
Relics,21745596571041800,Relics.Relic_1002.Name,Vanguard's Medallion,ヴァンガードのメダリオン
Relics,21745596571041803,Relics.Relic_1003.Description,[Assassins]<assassin> gain [{0} Crit]<crit>.,[アサシン]<assassin>の[クリティカル+{0}]<crit>。
Relics,21745596571041802,Relics.Relic_1003.Name,Assassin's Medallion,アサシンのメダリオン
Relics,21745596571041805,Relics.Relic_1004.Description,[Duelists]<duelist> gain [{0} Attack Speed]<attackspeed>.,[デュエリスト]<duelist>の[攻撃速度+{0}]<attackspeed>。
Relics,21745596571041804,Relics.Relic_1004.Name,Duelist's Medallion,デュエリストのメダリオン
Relics,21745596571041807,Relics.Relic_1005.Description,[Mystics]<mystic> gain [{0} Mana Regen]<manaregen>.,[ミスティック]<mystic>の[マナ回復+{0}]<manaregen>。
Relics,21745596571041806,Relics.Relic_1005.Name,Mystic's Medallion,ミスティックのメダリオン
Relics,21745596571041809,Relics.Relic_1006.Description,[Mages]<mage> gain [{0} Magic]<magic>.,[メイジ]<mage>の[魔力+{0}]<magic>。
Relics,21745596571041808,Relics.Relic_1006.Name,Mage's Medallion,メイジのメダリオン
Relics,21745596571041811,Relics.Relic_1007.Description,"After [Stall ({0} and {1}),]<stall> inflict [{2} Poison]<poison> on all enemies.","[忍耐（{0}, {1}）]<stall>後、敵全体に[毒を{2}]<poison>付与する。"
Relics,21745596571041810,Relics.Relic_1007.Name,Poison Bloom,毒花
Relics,21745596571041813,Relics.Relic_1008.Description,"At [start of combat,]<bold> inflict [{0} Frost]<frost> on all enemies.",[戦闘開始時、]<bold>敵全体に[凍気を{0}]<frost>付与する。
Relics,21745596571041812,Relics.Relic_1008.Name,Frost Surge,凍気の奔流
Relics,21745596571041815,Relics.Relic_1009.Description,"[Each second]<bold> for [Rush ({0}),]<rush> inflict [{1} Burn]<burn> on all enemies.",[速攻（{0}）]<rush>の間、[毎秒]<bold>敵全体に[炎上を{1}]<burn>付与する。
Relics,21745596571041814,Relics.Relic_1009.Name,Fire Starter,火付け役
Relics,21745596571041818,Relics.Relic_1010.DataTrackingDescription,[Shards]<shard> [Generated:]<generate> [{0}]<datatracking>,[シャード]<shard>の[生成数：]<generate> [{0}]<datatracking>
Relics,21745596571041817,Relics.Relic_1010.Description,"On [combat victory,]<bold> gain [{0} Shards]<shard>.",[戦闘勝利時、]<bold>[シャードを{0}]<shard>獲得する。
Relics,21745596571041816,Relics.Relic_1010.Name,Shard Lattice,シャード・ラティス
Relics,21745596571041820,Relics.Relic_1011.Description,"After [Stall ({0}),]<stall> Heroes gain [{1} HP/S]<hp/s>.",[忍耐（{0}）]<stall>後、ヒーローの[秒間HP回復+{1}]<hp/s>。
Relics,21745596571041819,Relics.Relic_1011.Name,Deceleration Lattice,減速ラティス
Relics,21745596571041822,Relics.Relic_1012.Description,"For [Rush ({0}),]<rush> Heroes gain [{1} HP/S]<hp/s>.",[速攻（{0}）]<rush>の間、ヒーローの[秒間HP回復+{1}]<hp/s>。
Relics,21745596571041821,Relics.Relic_1012.Name,Acceleration Lattice,加速ラティス
Relics,21745596571041824,Relics.Relic_1013.Description,Each Hero's first attack against each enemy gains [{0} Crit]<crit>.,各ヒーローがそれぞれの敵へ行う最初の攻撃に[クリティカル+{0}]<crit>。
Relics,21745596571041823,Relics.Relic_1013.Name,Precision Lattice,精密ラティス
Relics,21745596571041826,Relics.Relic_1014.Description,"At [start of combat,]<bold> Heroes gain [{0}]<shield> [lasting]<lasting> [Shields]<shield>.",[戦闘開始時、]<bold>ヒーローが[{0}]<shield>の[永続]<lasting>[シールド]<shield>を獲得する。
Relics,21745596571041825,Relics.Relic_1014.Name,Shield Generator,シールド生成器
Relics,21745596571041828,Relics.Relic_1015.Description,"At [start of combat,]<bold> inflict [{0} Poison]<poison>, [{1} Frost]<frost>, and [{2} Burn]<burn> on all enemies.",[戦闘開始時、]<bold>敵全体に[毒を{0}]<poison>、[凍気を{1}]<frost>、[炎上を{2}]<burn>付与する。
Relics,21745596571041827,Relics.Relic_1015.Name,Plague Generator,疫病生成器
Relics,21745596571041830,Relics.Relic_1016.Description,"At [start of combat,]<bold> Heroes in the front row gain [{0} Max HP]<maxhp> and [{1} Defense]<defense>.",[戦闘開始時、]<bold>前列のヒーローの[最大HP+{0}]<maxhp>、[防御力+{1}]<defense>。
Relics,21745596571041829,Relics.Relic_1016.Name,Frontline Defender,前衛の守護者
Relics,21745596571041832,Relics.Relic_1017.Description,"At [start of combat,]<bold> Heroes in the back row gain [{0} Attack Speed]<attackspeed> and [{1} Crit]<crit>.",[戦闘開始時、]<bold>後列のヒーローの[攻撃速度+{0}]<attackspeed>、[クリティカル+{1}]<crit>。
Relics,21745596571041831,Relics.Relic_1017.Name,Backline Aggressor,後衛の侵略者
Relics,21745596571041833,Relics.Relic_1018.Name,Poison Vessel,毒の器
Relics,65024501187477519,Relics.Relic_1018.QuestDescription,Inflict [{0} Poison]<poison>.,[毒を合計{0}]<poison>付与する。
Relics,65024501187477520,Relics.Relic_1018.QuestRewardDescription,Heroes gain [{0} Attack Speed]<attackspeed> and [{1} Crit]<crit>.,ヒーローの[攻撃速度+{0}]<attackspeed>、[クリティカル+{1}]<crit>。
Relics,21745596571041835,Relics.Relic_1019.Description,Shop [rerolls]<reroll> cost {0} less.,ショップの[リロール]<reroll>費用が{0}減る。
Relics,21745596571041834,Relics.Relic_1019.Name,Basic Differentiator,基本差分器
Relics,21745596571041836,Relics.Relic_1020.Name,Frost Vessel,凍気の器
Relics,65024501187477521,Relics.Relic_1020.QuestDescription,Inflict [{0} Frost]<frost>.,[凍気を合計{0}]<frost>付与する。
Relics,65024501187477522,Relics.Relic_1020.QuestRewardDescription,Heroes gain [{0} Defense]<defense> and [{1} Mana Regen]<manaregen>.,ヒーローの[防御力+{0}]<defense>、[マナ回復+{1}]<manaregen>。
Relics,21745596571041837,Relics.Relic_1021.Name,Burn Vessel,炎上の器
